Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year,New_Column
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,107.35215130674001,4.0,48.0,0,0,1,1,0,9,1.1111111111111112,3.7225806451612904
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,4.45,1,0,0,0,1,9,2.8666666666666667,28.78411910669975
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,59.65,1,0,0,1,0,6,1.9283333333333335,14.507928642220019
3269,Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,4.38,1,0,0,0,1,9,2.5777777777777775,28.30471464019851
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,7.9,1,0,0,0,1,8,3.51125,20.243055555555557
3271,Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,107.35215130674001,5.0,1.88,0,0,1,0,1,16,0.0,17.56374501992032
3272,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1631.552572706935,107.35215130674001,5.0,10.5,1,0,0,1,0,16,1.155,40.33864541832669
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,7.29,0,0,1,1,0,6,3.5666666666666664,17.160555004955402
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,6.0,1,0,0,0,1,12,1.9583333333333333,22.426441351888666
3275,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,107.35215130674001,7.0,6.7,1,0,0,0,1,13,1.2307692307692308,62.655395325708604
3276,Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,1.5,0,0,1,0,1,15,1.3133333333333332,31.358885017421603
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,23.8,1,0,0,1,0,8,2.5875,16.020833333333332
3278,Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,107.35215130674001,7.0,7.77,1,0,0,0,1,10,1.51,31.4240317775571
3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,3.32,0,0,1,0,1,12,1.4933333333333334,21.539264413518886
3280,Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,107.35215130674001,5.0,4.94,1,0,0,0,1,9,2.5444444444444443,23.107196029776674
3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,11.0,1,0,0,1,0,11,1.8181818181818181,16.890213611525088
3282,Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,3.4,0,0,1,0,1,8,3.14625,23.80952380952381
3283,Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,107.35215130674001,5.0,4.17,1,0,0,0,1,11,2.0818181818181816,27.949826130153998
3284,Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,107.35215130674001,5.0,1.25,0,0,1,0,1,19,0.9105263157894737,41.925187032418954
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,107.35215130674001,5.0,5.45,0,0,1,1,0,8,2.3625,4.464285714285714
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,2.59,1,0,0,0,1,12,1.76,39.26441351888668
3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,107.35215130674001,7.0,12.01,1,0,0,0,1,9,1.7777777777777777,43.62282878411911
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,2.45,0,0,1,0,1,14,1.25,36.03233830845771
3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,29.0,1,0,0,1,0,9,1.7477777777777779,18.858560794044664
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,107.35215130674001,5.0,11.99,1,0,0,1,0,14,1.06,53.233830845771145
3292,Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,7.9,0,0,1,1,0,9,2.0,25.31017369727047
3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,107.35215130674001,7.0,6.25,1,0,0,0,1,14,0.9142857142857144,69.65174129353234
3294,Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,1.8,0,0,1,0,1,13,1.4307692307692308,23.868722028841372
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,4.9,0,0,1,0,1,9,2.0777777777777775,15.384615384615385
3297,Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,107.35215130674001,5.0,2.25,0,0,1,0,1,14,1.2899999999999998,37.340796019900495
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,8.89,0,0,1,1,0,7,2.7314285714285718,25.389191869112544
3299,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,15.0,1,0,0,1,0,12,1.0458333333333334,43.240556660039765
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,107.35215130674001,5.0,5.65,1,0,0,0,1,6,4.3500000000000005,8.424182358771061
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,7.0,1,0,0,0,1,10,2.077,28.30188679245283
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,2.95,0,0,1,0,1,8,2.8425,4.6478174603174605
3303,Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,3.3,0,0,1,0,1,11,1.7636363636363634,26.44113263785395
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,107.35215130674001,5.0,3.5,1,0,0,0,1,14,1.157142857142857,59.701492537313435
3305,Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,107.35215130674001,5.0,2.3,0,0,1,0,1,17,0.7529411764705882,37.39661185849527
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,13.69,1,0,0,0,1,7,2.81,18.466534457114527
3307,Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,3.1,1,0,0,0,1,11,2.1445454545454545,31.793343268753105
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,12.75,0,0,1,0,1,10,1.3439999999999999,5.958291956305859
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,13.75,1,0,0,0,1,7,2.81,19.909766980664354
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,6.75,0,0,1,0,1,7,2.6714285714285713,5.4536440257808625
3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,5.25,1,0,0,0,1,10,2.054,34.76166832174776
3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,107.35215130674001,7.0,8.75,1,0,0,0,1,9,1.7777777777777777,40.69478908188586
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,107.35215130674001,7.0,8.87,1,0,0,0,1,7,2.641428571428571,28.388200297471492
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,107.35215130674001,5.0,6.5,0,0,1,1,0,14,0.7928571428571428,41.791044776119406
3315,Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,4.5,1,0,0,0,1,12,1.7308333333333332,83.49900596421472
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,107.35215130674001,7.0,12.5,1,0,0,0,1,12,1.0691666666666666,36.61530815109344
3317,Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,16.8,1,0,0,1,0,10,1.2550000000000001,44.458788480635555
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,8.75,1,0,0,0,1,8,2.59625,42.37251984126984
3319,Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,8.5,1,0,0,1,0,11,1.7727272727272727,24.25384997516145
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,2.21,0,0,1,0,1,13,1.566153846153846,17.445052212829438
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,1.6,0,0,1,0,1,12,1.4000000000000001,62.62425447316103
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,6.25,0,0,1,1,0,8,1.9375,9.424603174603174
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,107.35215130674001,5.0,2.25,0,0,1,1,0,17,0.7588235294117647,34.379671150971596
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,107.35215130674001,5.0,25.75,1,0,0,1,0,5,3.5799999999999996,14.77761267954433
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,6.75,0,0,1,0,1,14,0.9385714285714286,23.881592039800996
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,6.25,1,0,0,0,1,9,3.121111111111111,25.967245657568238
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,5.1,1,0,0,0,1,11,2.0636363636363635,32.290114257327375
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,10.75,1,0,0,1,0,15,0.58,32.85216525634644
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,107.35215130674001,5.0,5.7,1,0,0,0,1,8,3.0,37.54960317460318
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,107.35215130674001,5.0,5.95,1,0,0,0,1,11,1.8636363636363635,21.361152508693493
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,2.4,1,0,0,0,1,12,2.12,21.225646123260436
3332,Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,107.35215130674001,7.0,3.49,1,0,0,0,1,11,1.5645454545454547,17.386984600099353
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,107.35215130674001,5.0,4.0,0,0,1,1,0,13,1.4769230769230768,27.025360517155644
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,3.85,1,0,0,0,1,11,2.1445454545454545,41.72876304023845
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,3.95,0,0,1,1,0,14,1.0378571428571428,31.491542288557213
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,3.0,0,0,1,0,1,11,1.8509090909090908,37.282165921510185
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,6.7,0,0,1,0,1,6,3.026666666666667,12.010406342913775
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,6.14,0,0,1,0,1,8,2.3125,11.293154761904763
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,4.4,0,0,1,1,0,12,1.25,28.82703777335984
3340,Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,107.35215130674001,5.0,4.25,1,0,0,0,1,7,3.7985714285714285,28.259791769955378
3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,107.35215130674001,5.0,25.93,0,0,1,1,0,14,0.6264285714285714,24.955721393034825
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,107.35215130674001,5.0,7.0,1,0,0,0,1,8,2.8375,22.321428571428573
3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,25.12,1,0,0,1,0,7,1.792857142857143,33.871591472483885
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,4.45,0,0,1,0,1,7,2.9,15.226078334159643
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,107.35215130674001,5.0,2.4,1,0,0,0,1,13,1.6846153846153844,19.033814022874193
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,4.33,1,0,0,0,1,12,1.7116666666666667,57.157057654075544
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,6.93,0,0,1,1,0,7,2.642857142857143,23.227069905800693
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,107.35215130674001,5.0,4.25,1,0,0,0,1,10,2.19,31.777557100297916
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,107.35215130674001,5.0,12.5,1,0,0,1,0,14,1.0150000000000001,65.13582089552239
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,107.35215130674001,5.0,4.9,0,0,1,0,1,9,2.0999999999999996,7.444168734491315
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,107.35215130674001,5.0,4.5,1,0,0,0,1,10,2.3,16.246276067527308
3352,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,3.0,0,0,1,0,1,8,3.14625,6.200396825396825
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,107.35215130674001,5.0,5.8,0,0,1,1,0,9,1.8777777777777775,29.677419354838708
3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,3.33,0,0,1,0,1,13,1.156923076923077,26.95723520636499
3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,6.62,1,0,0,1,0,9,1.598888888888889,30.889330024813894
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,5.75,1,0,0,0,1,9,2.1122222222222224,26.799007444168733
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,6.2,1,0,0,0,1,12,1.86,32.306163021868784
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,3.5,0,0,1,1,0,9,2.566666666666667,27.29528535980149
3359,Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,2.0,0,0,1,0,1,14,1.3499999999999999,35.32338308457712
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,4.0,1,0,0,0,1,12,1.825,34.791252485089466
3361,Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,9.5,0,0,1,1,0,13,0.9461538461538462,26.355047240179015
3362,BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,107.35215130674001,5.0,17.5,1,0,0,1,0,11,1.55,21.361152508693493
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,6.11,0,0,1,1,0,9,1.588888888888889,26.799007444168733
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,3.75,0,0,1,0,1,10,2.036,25.3227408142999
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,6.2,1,0,0,0,1,17,0.6176470588235294,38.86397608370702
3366,Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,6.15,1,0,0,0,1,10,2.6,12.413108242303872
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,2.4,0,0,1,0,1,12,1.7433333333333334,6.262425447316104
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,107.35215130674001,5.0,2.15,1,0,0,0,1,15,1.1866666666666668,39.82080637132902
3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,107.35215130674001,5.0,3.75,0,0,1,0,1,8,2.3625,10.416666666666666
3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,107.35215130674001,5.0,2.15,0,0,1,0,1,13,1.2,15.912481352560915
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,4.75,0,0,1,0,1,9,2.0999999999999996,24.81389578163772
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,2.45,0,0,1,0,1,14,1.1071428571428572,23.6318407960199
3373,Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,11.15,0,0,1,0,1,7,2.4857142857142853,3.7183936539414972
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,8.9,1,0,0,1,0,8,2.45,33.811011904761905
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,4.35,1,0,0,0,1,10,2.58,30.28798411122145
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,12.0,1,0,0,0,1,9,1.4433333333333334,49.62779156327544
3377,BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,107.35215130674001,5.0,8.5,1,0,0,1,0,15,1.0713333333333332,30.612244897959183
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,4.27,0,0,1,0,1,7,2.8299999999999996,21.26078334159643
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,4.25,1,0,0,0,1,12,1.7041666666666666,48.210735586481114
3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,107.35215130674001,5.0,9.25,0,0,1,1,0,14,0.8071428571428572,19.66417910447761
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,8.61,1,0,0,0,1,7,3.4714285714285715,17.542885473475458
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,107.35215130674001,7.0,28.0,1,0,0,1,0,14,0.8428571428571429,22.885572139303484
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,9.25,1,0,0,0,1,6,3.8333333333333335,15.950941526263627
3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,8.6,1,0,0,1,0,8,2.385,13.392857142857142
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,107.35215130674001,5.0,7.53,0,0,1,0,1,6,2.7449999999999997,11.265609514370665
3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,5.75,1,0,0,0,1,10,1.964,28.79940417080437
3387,Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,4.15,0,0,1,1,0,12,1.375,15.656063618290258
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,5.84,0,0,1,0,1,7,2.5942857142857143,15.336142786316312
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,16.5,1,0,0,1,0,12,1.5441666666666667,13.464214711729623
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,107.35215130674001,7.0,43.0,1,0,0,1,0,9,1.7744444444444445,14.640198511166252
3391,Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,3.55,0,0,1,0,1,11,1.8509090909090908,22.35469448584203
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,8.9,0,0,1,0,1,6,3.1,5.793359762140733
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,107.35215130674001,5.0,2.5,1,0,0,0,1,18,0.911111111111111,60.31904287138584
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,107.35215130674001,5.0,3.85,1,0,0,0,1,14,1.157142857142857,58.744776119402985
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,7.5,0,0,1,1,0,12,1.425,18.041749502982107
3396,Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,107.35215130674001,5.0,1.8,0,0,1,0,1,19,0.8052631578947369,44.88778054862843
3397,Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,107.35215130674001,5.0,2.25,1,0,0,0,1,14,1.4285714285714286,38.80597014925373
3398,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,24.25,1,0,0,1,0,9,1.9644444444444444,20.843672456575682
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,107.35215130674001,5.0,4.35,0,0,1,0,1,9,1.8299999999999998,13.399503722084367
3400,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,107.35215130674001,5.0,11.5,1,0,0,1,0,12,1.4208333333333334,10.934393638170974
3401,Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,4.75,0,0,1,0,1,10,1.7399999999999998,24.32969215491559
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,107.35215130674001,5.0,4.99,1,0,0,0,1,12,1.9166666666666667,21.17296222664016
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,9.15,0,0,1,1,0,6,3.1666666666666665,6.3399405351833495
3404,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1631.552572706935,107.35215130674001,5.0,2.35,0,0,1,0,1,18,0.8944444444444445,62.31306081754736
3405,Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,107.35215130674001,5.0,13.99,0,0,1,1,0,10,1.01,43.716981132075475
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,19.75,1,0,0,1,0,10,2.0,3.9721946375372394
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,107.35215130674001,7.0,16.77,1,0,0,1,0,6,2.6666666666666665,41.00049554013875
3408,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,107.35215130674001,7.0,2.5,1,0,0,0,1,18,0.7555555555555555,96.21136590229312
3409,Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,3.65,0,0,1,1,0,11,1.6336363636363636,3.4773969200198707
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,23.5,1,0,0,1,0,12,1.0291666666666666,29.821073558648113
3411,Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,3.11,0,0,1,0,1,7,3.248571428571428,18.839861179970253
3412,Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,4.57,0,0,1,0,1,11,1.6,27.990064580228516
3413,Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,107.35215130674001,5.0,5.32,0,0,1,0,1,10,1.7,8.866931479642503
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,3.2,0,0,1,0,1,12,1.6966666666666665,26.341948310139166
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,107.35215130674001,5.0,5.63,1,0,0,0,1,8,3.15,33.68353174603175
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,3.0,0,0,1,0,1,9,2.3444444444444446,9.429280397022332
3417,BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,107.35215130674001,5.0,9.25,1,0,0,1,0,14,1.6207142857142858,33.333333333333336
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,107.35215130674001,5.0,1.2,1,0,0,0,1,13,1.813076923076923,39.781203381402285
3419,Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,2.15,0,0,1,0,1,9,2.5266666666666664,30.272952853598014
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,3.05,1,0,0,0,1,14,1.5764285714285715,19.402985074626866
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,11.5,0,0,1,1,0,10,1.428,29.29493545183714
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,2.3,0,0,1,0,1,16,1.12,40.304282868525895
3423,Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,4.95,0,0,1,0,1,8,2.55,16.865079365079364
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,4.75,1,0,0,0,1,11,1.9672727272727273,64.58022851465475
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,10.15,1,0,0,0,1,6,4.05,25.95639246778989
3426,Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,107.35215130674001,5.0,2.65,0,0,1,0,1,13,1.389230769230769,21.879661859771257
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,3.8,1,0,0,0,1,9,2.2222222222222223,41.687344913151364
3428,Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,16.68,0,0,1,1,0,7,1.8714285714285714,20.672781358453147
3429,Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,5.0,1,0,0,0,1,10,1.9010000000000002,80.93346573982124
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,3.75,0,0,1,0,1,13,1.3623076923076924,20.8851317752362
